,publishing_day,publishing_hour,days_to_trending,title_length,category_name
16398,Mon,14,1,58,Entertainment
16399,Mon,15,1,65,Music
16400,Mon,17,1,20,People & Blogs
16401,Mon,0,1,81,Education
16402,Mon,2,1,51,Autos & Vehicles
16403,Mon,8,1,60,News & Politics
16404,Mon,0,1,80,Travel & Events
16405,Mon,3,1,47,News & Politics
16406,Mon,13,1,45,Science & Technology
16407,Mon,2,1,53,Film & Animation
16408,Mon,0,1,32,Howto & Style
16409,Mon,17,1,43,Music
16410,Sun,16,2,15,Entertainment
16411,Mon,15,1,78,News & Politics
16412,Sun,8,2,29,Entertainment
16413,Mon,14,1,69,Education
16414,Mon,16,1,48,Education
16415,Sun,16,2,23,Comedy
16416,Sat,18,3,39,Comedy
16417,Sun,23,2,71,Film & Animation
16418,Sun,1,2,79,Music
16419,Mon,21,1,48,News & Politics
16420,Sun,17,2,59,News & Politics
16421,Mon,4,1,88,Entertainment
16422,Mon,16,1,58,Entertainment
16423,Sun,23,2,42,Autos & Vehicles
16424,Sun,19,2,78,Science & Technology
16425,Mon,15,1,47,Music
16426,Mon,17,1,52,Entertainment
16427,Sun,12,2,44,Pets & Animals
16428,Sat,19,3,43,Pets & Animals
16429,Mon,5,1,93,Sports
16430,Mon,21,1,68,News & Politics
16431,Sun,18,2,78,Education
16432,Sun,17,2,47,Music
16433,Mon,2,1,47,People & Blogs
16434,Mon,7,1,73,News & Politics
16435,Mon,3,1,91,Entertainment
16436,Mon,3,1,74,Sports
16437,Sat,23,3,35,Entertainment
16438,Mon,3,1,41,Education
16439,Mon,0,1,41,People & Blogs
16440,Sun,23,2,39,Travel & Events
16441,Sun,23,2,63,People & Blogs
16442,Sun,12,2,55,News & Politics
16443,Sun,17,2,82,News & Politics
16444,Mon,1,1,18,Science & Technology
16445,Mon,7,1,38,People & Blogs
16446,Fri,14,4,83,News & Politics
16447,Sat,13,3,48,Autos & Vehicles
16448,Mon,0,1,72,People & Blogs
16449,Sun,13,2,58,Howto & Style
16450,Fri,23,4,22,Science & Technology
16451,Fri,22,4,42,Entertainment
16452,Sat,14,3,23,Science & Technology
16453,Sun,8,2,43,Sports
16454,Sat,12,3,52,News & Politics
16455,Fri,15,4,14,Music
16456,Sat,18,3,47,Comedy
16457,Fri,17,4,38,Howto & Style
16458,Fri,13,4,18,Autos & Vehicles
16459,Fri,23,4,50,Howto & Style
16460,Fri,4,4,28,Comedy
16461,Fri,18,4,66,Entertainment
16462,Sat,2,3,34,Howto & Style
16463,Fri,5,4,44,Music
16464,Sat,4,3,34,Howto & Style
16465,Sat,16,3,71,Howto & Style
16466,Fri,13,4,70,Entertainment
16467,Fri,3,4,28,Entertainment
16468,Fri,16,4,43,Pets & Animals
16469,Fri,16,4,96,Entertainment
16470,Sat,2,3,54,Howto & Style
16471,Fri,20,4,51,Film & Animation
16472,Thu,19,5,82,Entertainment
16473,Fri,23,4,31,News & Politics
16474,Fri,5,4,39,Comedy
16475,Sat,4,3,51,News & Politics
16476,Fri,5,4,53,Music
16477,Thu,13,5,26,Entertainment
16478,Thu,16,5,69,Entertainment
16479,Thu,13,5,51,Education
16480,Fri,8,4,36,Music
16481,Thu,18,5,51,News & Politics
16482,Thu,13,5,57,Gaming
16483,Thu,13,5,41,Science & Technology
16484,Fri,20,4,28,Entertainment
16485,Fri,5,4,34,Music
16486,Fri,6,4,15,Music
16487,Thu,13,5,32,Entertainment
16488,Fri,17,4,26,Entertainment
16489,Fri,13,4,41,Entertainment
16490,Thu,20,5,54,Film & Animation
16491,Thu,15,5,38,Entertainment
16492,Thu,16,5,88,People & Blogs
16493,Thu,18,5,44,Sports
16494,Thu,14,5,52,Autos & Vehicles
16495,Fri,9,4,57,Entertainment
16496,Thu,17,5,71,Music
16497,Thu,17,5,82,Entertainment
16498,Thu,16,5,48,Howto & Style
16499,Thu,8,5,46,Entertainment
16500,Thu,17,5,29,Entertainment
16501,Fri,19,4,29,Entertainment
16502,Thu,15,5,22,Science & Technology
16503,Thu,7,5,65,People & Blogs
16504,Thu,6,5,49,Comedy
16505,Fri,2,4,23,Gaming
16506,Thu,5,5,40,Music
16507,Thu,9,5,63,Film & Animation
16508,Thu,21,5,55,Entertainment
16509,Fri,15,4,28,Science & Technology
16510,Thu,12,5,72,News & Politics
16511,Thu,13,5,50,Entertainment
16512,Thu,15,5,35,Science & Technology
16513,Thu,10,5,68,Autos & Vehicles
16514,Thu,16,5,64,Science & Technology
16515,Sat,0,3,46,Gaming
16516,Thu,14,5,87,People & Blogs
16518,Wed,16,6,54,Science & Technology
16519,Thu,8,5,40,Music
16520,Thu,16,5,54,Entertainment
16521,Wed,13,6,43,People & Blogs
16522,Fri,0,4,40,People & Blogs
16523,Wed,17,6,45,Music
16524,Wed,19,6,97,News & Politics
16526,Tue,22,7,68,Film & Animation
16527,Wed,17,6,24,Howto & Style
16528,Wed,19,6,39,Pets & Animals
16529,Wed,15,6,45,Pets & Animals
16530,Wed,15,6,28,Music
16531,Thu,21,5,59,Entertainment
16532,Wed,19,6,28,Music
16533,Thu,6,5,68,Entertainment
16534,Wed,21,6,39,Entertainment
16535,Fri,5,4,57,News & Politics
16536,Sat,1,3,41,People & Blogs
16537,Wed,0,6,21,Comedy
16538,Thu,18,5,61,News & Politics
16539,Wed,18,6,42,News & Politics
16540,Thu,18,5,51,Music
16541,Wed,17,6,32,Entertainment
16542,Tue,22,7,34,Comedy
16543,Thu,19,5,97,Entertainment
16544,Wed,14,6,64,Entertainment
16545,Thu,5,5,47,Music
16546,Tue,17,7,36,Entertainment
16547,Tue,10,7,56,Comedy
16548,Tue,22,7,33,People & Blogs
16549,Wed,19,6,62,Film & Animation
16550,Thu,0,5,49,Howto & Style
16551,Wed,17,6,66,News & Politics
16552,Thu,19,5,71,Pets & Animals
16553,Thu,4,5,27,Gaming
16554,Wed,5,6,48,Music
16555,Wed,3,6,56,News & Politics
16556,Tue,17,28,45,People & Blogs
16557,Tue,13,7,38,Film & Animation
16558,Tue,13,7,45,Howto & Style
16559,Tue,18,7,30,Entertainment
16560,Tue,18,7,65,Entertainment
16561,Tue,14,7,30,Education
16562,Thu,2,5,39,Music
16563,Mon,9,8,63,Music
16565,Wed,20,6,32,Entertainment
16566,Wed,20,6,44,Entertainment
16567,Mon,1,8,29,Science & Technology
16568,Wed,14,6,61,Music
16569,Wed,0,6,24,People & Blogs
16570,Wed,17,6,42,Education
16571,Tue,16,7,55,Autos & Vehicles
16572,Tue,16,7,67,Nonprofits & Activism
16573,Wed,11,6,74,Entertainment
16574,Tue,22,7,43,Science & Technology
16575,Wed,17,6,99,News & Politics
16576,Mon,21,8,51,Music
16577,Wed,17,6,53,People & Blogs
16578,Wed,18,6,88,Gaming
16579,Tue,21,1,24,Science & Technology
16580,Tue,17,1,35,Music
16581,Tue,4,1,87,Comedy
16582,Tue,13,1,17,Science & Technology
16583,Mon,13,2,39,Entertainment
16584,Tue,13,1,42,Entertainment
16585,Tue,21,1,88,Travel & Events
16586,Tue,15,1,62,Howto & Style
16587,Tue,23,1,16,Entertainment
16588,Mon,23,2,38,Entertainment
16589,Tue,23,1,92,Science & Technology
16591,Tue,13,1,20,Science & Technology
16592,Tue,15,1,51,Entertainment
16593,Tue,16,1,43,Howto & Style
16594,Tue,20,1,47,Entertainment
16595,Mon,1,2,77,Sports
16596,Mon,21,2,43,Music
16597,Mon,4,2,87,Sports
16598,Tue,4,1,66,News & Politics
16599,Tue,8,1,52,Entertainment
16600,Mon,17,2,39,Comedy
16601,Tue,5,1,98,Sports
16602,Sun,23,3,57,Entertainment
16603,Mon,2,2,54,Entertainment
16604,Mon,0,2,54,Entertainment
16605,Mon,11,2,24,Howto & Style
16606,Tue,5,1,34,Music
16607,Tue,9,1,51,Entertainment
16608,Mon,11,2,68,Comedy
16609,Mon,17,2,39,Comedy
16610,Tue,10,1,40,Comedy
16611,Tue,18,1,36,News & Politics
16612,Tue,13,1,50,Entertainment
16613,Mon,0,2,54,Music
16614,Mon,2,2,48,Entertainment
16615,Mon,15,2,65,Music
16616,Mon,15,2,78,News & Politics
16617,Mon,16,2,98,Sports
16618,Tue,17,1,23,Music
16619,Tue,21,1,35,News & Politics
16620,Tue,11,1,59,Entertainment
16621,Mon,18,2,28,Pets & Animals
16622,Mon,3,2,47,Entertainment
16623,Mon,0,2,76,Film & Animation
16624,Tue,2,1,49,Music
16625,Mon,17,2,20,People & Blogs
16626,Mon,17,2,43,Music
16627,Mon,3,2,20,Comedy
16628,Mon,0,2,88,Autos & Vehicles
16630,Mon,8,2,60,News & Politics
16631,Mon,14,2,58,Entertainment
16632,Mon,23,2,48,Music
16633,Mon,2,2,51,Autos & Vehicles
16634,Mon,0,2,81,Education
16635,Mon,0,2,80,Travel & Events
16636,Mon,3,2,47,News & Politics
16637,Mon,2,2,53,Film & Animation
16638,Mon,0,2,32,Howto & Style
16639,Mon,14,2,69,Education
16640,Mon,18,2,44,Entertainment
16641,Tue,3,1,40,Science & Technology
16642,Mon,16,2,48,Education
16643,Sun,16,3,15,Entertainment
16644,Tue,3,1,35,Comedy
16645,Sun,8,3,29,Entertainment
16646,Mon,18,2,63,Entertainment
16647,Sat,18,4,39,Comedy
16648,Sun,16,3,23,Comedy
16649,Sun,23,3,71,Film & Animation
16650,Mon,17,2,52,Entertainment
16651,Mon,11,2,81,Entertainment
16652,Mon,20,2,47,Sports
16653,Sun,17,3,59,News & Politics
16654,Sun,23,3,42,Autos & Vehicles
16655,Mon,8,2,56,Science & Technology
16656,Sun,19,3,78,Science & Technology
16657,Mon,4,2,88,Entertainment
16658,Mon,14,2,48,Comedy
16659,Mon,15,2,47,Music
16660,Mon,17,2,71,News & Politics
16661,Sun,12,3,44,Pets & Animals
16662,Sat,19,4,43,Pets & Animals
16663,Sun,18,3,78,Education
16664,Mon,21,2,68,News & Politics
16665,Sun,17,3,47,Music
16666,Mon,2,2,48,Howto & Style
16667,Mon,2,2,47,People & Blogs
16668,Mon,18,2,15,Comedy
16669,Mon,7,2,73,News & Politics
16670,Mon,3,2,91,Entertainment
16671,Mon,3,2,74,Sports
16672,Mon,16,2,58,Entertainment
16673,Sat,23,4,35,Entertainment
16674,Mon,3,2,41,Education
16675,Sun,23,3,39,Travel & Events
16676,Mon,0,2,41,People & Blogs
16677,Sun,23,3,63,People & Blogs
16678,Mon,17,2,18,Travel & Events
16679,Sun,17,3,52,Film & Animation
16680,Sun,12,3,55,News & Politics
16681,Mon,7,2,38,People & Blogs
16682,Sun,17,3,82,News & Politics
16683,Sat,13,4,48,Autos & Vehicles
16684,Mon,1,2,18,Science & Technology
16685,Fri,14,5,83,News & Politics
16686,Mon,0,2,72,People & Blogs
16687,Sun,13,3,58,Howto & Style
16688,Fri,22,5,42,Entertainment
16689,Mon,1,2,47,Film & Animation
16690,Sat,14,4,23,Science & Technology
16691,Sun,8,3,43,Sports
16692,Sat,12,4,52,News & Politics
16693,Fri,15,5,14,Music
16694,Sun,12,3,59,News & Politics
16695,Sat,18,4,47,Comedy
16696,Fri,17,5,38,Howto & Style
16697,Fri,13,5,18,Autos & Vehicles
16698,Fri,23,5,50,Howto & Style
16699,Sat,16,4,68,Howto & Style
16700,Fri,18,5,66,Entertainment
16701,Sat,2,4,34,Howto & Style
16702,Sat,4,4,34,Howto & Style
16703,Fri,16,5,43,Pets & Animals
16704,Fri,13,5,70,Entertainment
16705,Fri,5,5,44,Music
16706,Sun,6,3,76,Nonprofits & Activism
16707,Fri,16,5,96,Entertainment
16708,Sat,2,4,54,Howto & Style
16709,Fri,20,5,51,Film & Animation
16710,Thu,19,6,82,Entertainment
16711,Fri,3,5,28,Entertainment
16712,Fri,5,5,53,Music
16713,Fri,23,5,31,News & Politics
16714,Sat,4,4,51,News & Politics
16715,Thu,13,6,26,Entertainment
16716,Fri,8,5,36,Music
16717,Thu,16,6,69,Entertainment
16718,Fri,21,5,49,Science & Technology
16719,Thu,13,6,51,Education
16720,Thu,13,6,57,Gaming
16721,Thu,18,6,51,News & Politics
16722,Thu,13,6,41,Science & Technology
16723,Fri,3,5,64,Travel & Events
16724,Fri,20,5,28,Entertainment
16725,Fri,17,5,26,Entertainment
16726,Fri,5,5,34,Music
16727,Thu,13,6,32,Entertainment
16728,Thu,15,6,38,Entertainment
16729,Fri,6,5,15,Music
16730,Fri,13,5,41,Entertainment
16731,Thu,20,6,54,Film & Animation
16732,Thu,18,6,44,Sports
16733,Thu,14,6,52,Autos & Vehicles
16734,Thu,17,6,82,Entertainment
16735,Thu,17,6,71,Music
16736,Thu,16,6,88,People & Blogs
16737,Thu,16,6,48,Howto & Style
16738,Fri,19,5,29,Entertainment
16739,Thu,15,6,22,Science & Technology
16740,Thu,7,6,65,People & Blogs
16741,Thu,5,6,40,Music
16742,Fri,2,5,23,Gaming
16743,Thu,6,6,49,Comedy
16744,Wed,23,7,85,News & Politics
16745,Thu,9,6,63,Film & Animation
16746,Thu,21,6,55,Entertainment
16747,Fri,15,5,28,Science & Technology
16748,Thu,12,6,72,News & Politics
16749,Thu,10,6,68,Autos & Vehicles
16750,Thu,16,6,64,Science & Technology
16751,Thu,13,6,50,Entertainment
16752,Thu,14,6,87,People & Blogs
16753,Thu,11,6,56,Howto & Style
16754,Sat,0,4,46,Gaming
16756,Wed,16,7,54,Science & Technology
16757,Thu,8,6,40,Music
16758,Thu,16,6,54,Entertainment
16759,Wed,13,7,43,People & Blogs
16760,Fri,0,5,40,People & Blogs
16761,Tue,22,8,68,Film & Animation
16763,Wed,17,7,24,Howto & Style
16764,Wed,15,7,28,Music
16765,Wed,19,7,39,Pets & Animals
16766,Wed,19,7,97,News & Politics
16767,Wed,19,7,28,Music
16768,Thu,21,6,59,Entertainment
16769,Wed,15,7,45,Pets & Animals
16770,Thu,6,6,68,Entertainment
16771,Wed,21,7,39,Entertainment
16772,Fri,5,5,57,News & Politics
16773,Sat,1,4,41,People & Blogs
16774,Wed,0,7,21,Comedy
16775,Thu,18,6,51,Music
16776,Tue,22,8,34,Comedy
16777,Wed,17,7,32,Entertainment
16778,Wed,14,1,20,Film & Animation
16779,Tue,21,2,24,Science & Technology
16780,Wed,2,1,77,People & Blogs
16781,Wed,15,1,67,Entertainment
16782,Thu,3,0,65,Comedy
16783,Tue,20,2,44,Film & Animation
16784,Tue,17,2,35,Music
16785,Wed,14,1,54,Science & Technology
16786,Wed,16,1,30,People & Blogs
16787,Wed,0,1,53,Gaming
16788,Tue,17,2,50,Film & Animation
16789,Wed,0,1,34,Film & Animation
16790,Wed,20,1,77,People & Blogs
16791,Tue,23,2,16,Entertainment
16792,Tue,23,2,92,Science & Technology
16793,Wed,16,1,86,Pets & Animals
16794,Tue,11,2,12,Entertainment
16795,Tue,4,2,87,Comedy
16796,Tue,21,2,88,Travel & Events
16797,Wed,2,1,31,People & Blogs
16798,Wed,6,1,38,Entertainment
16799,Tue,13,2,42,Entertainment
16800,Tue,13,2,17,Science & Technology
16801,Wed,12,1,58,Entertainment
16802,Wed,8,1,50,Howto & Style
16803,Wed,12,1,41,Comedy
16804,Wed,22,1,98,News & Politics
16805,Mon,13,3,39,Entertainment
16806,Wed,15,1,79,Entertainment
16807,Wed,14,1,38,Entertainment
16808,Mon,23,3,38,Entertainment
16809,Tue,20,2,47,Entertainment
16810,Tue,16,2,61,Autos & Vehicles
16811,Wed,11,1,60,Science & Technology
16812,Wed,3,1,80,Sports
16813,Tue,19,2,38,Science & Technology
16815,Wed,16,1,86,Howto & Style
16816,Tue,23,2,45,People & Blogs
16817,Tue,17,2,23,Music
16818,Mon,21,3,43,Music
16819,Mon,1,3,77,Sports
16820,Tue,5,2,45,Music
16821,Wed,18,1,44,News & Politics
16822,Mon,4,3,87,Sports
16823,Tue,4,2,66,News & Politics
16824,Tue,8,2,52,Entertainment
16825,Sun,22,4,19,Entertainment
16826,Tue,15,2,62,Howto & Style
16827,Mon,17,3,39,Comedy
16828,Sun,23,4,57,Entertainment
16829,Tue,5,2,98,Sports
16830,Mon,11,3,24,Howto & Style
16831,Mon,2,3,54,Entertainment
16832,Tue,13,2,50,Entertainment
16833,Mon,0,3,54,Entertainment
16834,Mon,17,3,39,Comedy
16835,Tue,0,2,61,Entertainment
16836,Tue,16,2,43,Howto & Style
16837,Mon,15,3,65,Music
16838,Tue,10,2,40,Comedy
16839,Mon,15,3,78,News & Politics
16840,Mon,0,3,54,Music
16841,Mon,16,3,98,Sports
16842,Mon,2,3,48,Entertainment
16843,Tue,17,2,85,Entertainment
16844,Tue,21,2,35,News & Politics
16845,Mon,3,3,47,Entertainment
16846,Mon,0,3,76,Film & Animation
16847,Mon,18,3,28,Pets & Animals
16848,Mon,17,3,43,Music
16849,Tue,2,2,49,Music
16850,Mon,17,3,20,People & Blogs
16851,Mon,3,3,20,Comedy
16852,Mon,0,3,88,Autos & Vehicles
16853,Mon,23,3,48,Music
16855,Mon,22,3,14,People & Blogs
16856,Mon,8,3,60,News & Politics
16857,Mon,2,3,51,Autos & Vehicles
16858,Mon,0,3,80,Travel & Events
16859,Mon,0,3,81,Education
16860,Mon,16,3,38,Education
16861,Mon,3,3,47,News & Politics
16862,Mon,2,3,53,Film & Animation
16863,Mon,20,3,60,Travel & Events
16864,Mon,14,3,69,Education
16865,Mon,0,3,32,Howto & Style
16866,Mon,18,3,44,Entertainment
16867,Tue,3,2,40,Science & Technology
16868,Mon,16,3,48,Education
16869,Sun,16,4,15,Entertainment
16870,Tue,3,2,35,Comedy
16871,Mon,18,3,63,Entertainment
16872,Mon,20,3,47,Sports
16873,Sat,18,5,39,Comedy
16874,Sun,16,4,23,Comedy
16875,Mon,8,3,56,Science & Technology
16876,Mon,17,3,52,Entertainment
16877,Mon,11,3,81,Entertainment
16878,Sun,19,4,78,Science & Technology
16879,Sun,17,4,59,News & Politics
16880,Sun,23,4,42,Autos & Vehicles
16881,Mon,4,3,88,Entertainment
16882,Mon,14,3,48,Comedy
16883,Mon,17,3,71,News & Politics
16884,Mon,15,3,47,Music
16885,Sun,12,4,44,Pets & Animals
16886,Sat,19,5,43,Pets & Animals
16887,Mon,18,3,15,Comedy
16888,Sun,18,4,78,Education
16889,Mon,21,3,68,News & Politics
16890,Sun,17,4,47,Music
16891,Mon,2,3,48,Howto & Style
16892,Mon,2,3,47,People & Blogs
16893,Mon,7,3,73,News & Politics
16894,Mon,3,3,74,Sports
16895,Mon,16,3,58,Entertainment
16896,Sat,23,5,35,Entertainment
16897,Sun,17,4,52,Film & Animation
16898,Mon,3,3,41,Education
16899,Sun,23,4,39,Travel & Events
16900,Mon,0,3,41,People & Blogs
16901,Sun,23,4,63,People & Blogs
16902,Sun,12,4,55,News & Politics
16903,Mon,7,3,38,People & Blogs
16904,Sun,17,4,82,News & Politics
16905,Sat,13,5,48,Autos & Vehicles
16906,Mon,1,3,18,Science & Technology
16907,Mon,0,3,72,People & Blogs
16908,Sun,13,4,58,Howto & Style
16909,Fri,22,6,42,Entertainment
16910,Mon,1,3,47,Film & Animation
16911,Sat,12,5,52,News & Politics
16912,Sat,14,5,23,Science & Technology
16913,Fri,14,6,83,News & Politics
16914,Sun,12,4,59,News & Politics
16915,Sat,18,5,47,Comedy
16916,Fri,15,6,14,Music
16917,Fri,13,6,18,Autos & Vehicles
16918,Fri,18,6,66,Entertainment
16919,Fri,16,6,43,Pets & Animals
16920,Sat,2,5,34,Howto & Style
16921,Fri,23,6,50,Howto & Style
16922,Fri,5,6,44,Music
16923,Sat,4,5,34,Howto & Style
16924,Sun,6,4,76,Nonprofits & Activism
16925,Fri,16,6,96,Entertainment
16926,Thu,19,7,82,Entertainment
16927,Fri,5,6,53,Music
16928,Fri,13,6,70,Entertainment
16929,Fri,20,6,51,Film & Animation
16930,Sat,2,5,54,Howto & Style
16931,Fri,3,6,28,Entertainment
16932,Fri,23,6,31,News & Politics
16933,Sat,4,5,51,News & Politics
16934,Thu,13,7,26,Entertainment
16935,Thu,16,7,69,Entertainment
16936,Fri,8,6,36,Music
16937,Fri,21,6,52,Science & Technology
16938,Thu,13,7,51,Education
16939,Thu,13,7,57,Gaming
16940,Thu,18,7,51,News & Politics
16941,Thu,13,7,41,Science & Technology
16942,Fri,3,6,64,Travel & Events
16943,Fri,5,6,34,Music
16944,Fri,13,6,41,Entertainment
16945,Fri,20,6,28,Entertainment
16946,Fri,17,6,26,Entertainment
16947,Fri,6,6,15,Music
16948,Thu,15,7,38,Entertainment
16949,Thu,13,7,32,Entertainment
16950,Thu,20,7,54,Film & Animation
16951,Thu,14,7,52,Autos & Vehicles
16952,Thu,17,7,71,Music
16953,Thu,18,7,44,Sports
16954,Thu,16,7,88,People & Blogs
16955,Thu,16,7,48,Howto & Style
16956,Thu,5,7,40,Music
16957,Thu,15,7,22,Science & Technology
16958,Thu,7,7,65,People & Blogs
16959,Fri,19,6,29,Entertainment
16960,Wed,23,8,85,News & Politics
16961,Thu,6,7,49,Comedy
16962,Fri,2,6,23,Gaming
16963,Thu,9,7,63,Film & Animation
16964,Thu,10,7,68,Autos & Vehicles
16965,Fri,15,6,28,Science & Technology
16966,Thu,16,7,64,Science & Technology
16967,Thu,12,7,72,News & Politics
16968,Thu,13,7,50,Entertainment
16969,Thu,14,7,87,People & Blogs
16970,Thu,21,7,55,Entertainment
16971,Thu,11,7,56,Howto & Style
16972,Sat,0,5,46,Gaming
16974,Wed,16,8,54,Science & Technology
16975,Thu,8,7,40,Music
16976,Thu,16,7,54,Entertainment
16977,Wed,13,8,43,People & Blogs
16978,Thu,14,1,36,Entertainment
16979,Thu,14,1,26,Entertainment
16980,Thu,14,1,92,Comedy
16981,Thu,20,1,46,Film & Animation
16982,Thu,17,1,48,Science & Technology
16983,Thu,14,1,15,Music
16984,Thu,8,1,63,Entertainment
16985,Wed,23,2,37,Entertainment
16986,Wed,22,2,60,People & Blogs
16987,Wed,14,2,20,Film & Animation
16988,Thu,3,1,56,Comedy
16989,Thu,17,1,64,Entertainment
16990,Tue,21,3,24,Science & Technology
16991,Thu,3,1,65,Comedy
16992,Thu,7,1,86,People & Blogs
16993,Thu,19,1,70,Music
16994,Wed,2,2,77,People & Blogs
16995,Wed,22,2,32,Film & Animation
16996,Thu,19,1,35,Music
16997,Thu,3,1,84,Sports
16998,Wed,15,2,67,Entertainment
16999,Thu,14,1,33,Education
17000,Thu,13,1,68,Pets & Animals
17001,Wed,17,2,86,Howto & Style
17002,Thu,14,1,47,Entertainment
17003,Thu,18,1,48,Howto & Style
17004,Wed,17,2,63,Entertainment
17005,Wed,16,2,30,People & Blogs
17006,Tue,17,3,35,Music
17007,Wed,14,2,54,Science & Technology
17008,Wed,21,2,30,Howto & Style
17009,Thu,13,1,99,People & Blogs
17010,Tue,20,3,44,Film & Animation
17011,Thu,16,1,50,Film & Animation
17012,Wed,16,2,86,Pets & Animals
17013,Thu,15,1,48,Education
17014,Thu,10,1,48,Autos & Vehicles
17015,Wed,0,2,53,Gaming
17016,Tue,17,3,50,Film & Animation
17017,Thu,9,1,52,Entertainment
17018,Thu,6,1,48,Entertainment
17019,Wed,20,2,77,People & Blogs
17020,Wed,0,2,34,Film & Animation
17021,Wed,2,2,31,People & Blogs
17022,Thu,21,1,99,News & Politics
17023,Thu,13,1,71,Entertainment
17024,Tue,23,3,92,Science & Technology
17025,Tue,23,3,16,Entertainment
17026,Wed,15,2,32,Entertainment
17027,Tue,21,3,88,Travel & Events
17028,Tue,11,3,12,Entertainment
17029,Tue,4,3,87,Comedy
17030,Wed,11,2,52,Science & Technology
17031,Thu,16,1,57,News & Politics
17032,Wed,8,2,50,Howto & Style
17033,Tue,13,3,42,Entertainment
17034,Tue,13,3,17,Science & Technology
17035,Thu,1,1,35,Pets & Animals
17036,Wed,12,2,41,Comedy
17037,Wed,15,2,79,Entertainment
17038,Mon,13,4,39,Entertainment
17039,Wed,18,2,75,People & Blogs
17040,Tue,20,3,47,Entertainment
17041,Wed,16,2,24,Howto & Style
17042,Mon,23,4,38,Entertainment
17043,Wed,3,2,80,Sports
17044,Tue,16,3,61,Autos & Vehicles
17045,Tue,16,3,73,Howto & Style
17046,Thu,7,1,49,People & Blogs
17047,Tue,19,3,38,Science & Technology
17048,Wed,4,2,68,Entertainment
17049,Tue,22,3,31,Education
17050,Tue,23,3,45,People & Blogs
17051,Wed,14,2,44,Entertainment
17053,Wed,16,2,86,Howto & Style
17054,Wed,22,2,98,News & Politics
17055,Tue,17,3,23,Music
17056,Tue,18,3,39,Education
17057,Tue,5,3,45,Music
17058,Mon,21,4,43,Music
17059,Wed,18,2,44,News & Politics
17060,Mon,4,4,87,Sports
17061,Tue,4,3,66,News & Politics
17062,Tue,15,3,62,Howto & Style
17063,Sun,22,5,19,Entertainment
17064,Tue,13,3,50,Entertainment
17065,Mon,17,4,39,Comedy
17066,Sun,23,5,57,Entertainment
17067,Wed,11,2,60,Science & Technology
17068,Tue,5,3,98,Sports
17069,Mon,11,4,24,Howto & Style
17070,Tue,16,3,41,Comedy
17071,Mon,0,4,54,Entertainment
17072,Mon,17,4,39,Comedy
17073,Mon,15,4,65,Music
17074,Tue,0,3,61,Entertainment
17075,Tue,16,3,43,Howto & Style
17076,Tue,10,3,40,Comedy
17077,Mon,15,4,78,News & Politics
17078,Mon,0,4,54,Music
17079,Mon,16,4,98,Sports
17080,Tue,18,3,69,Film & Animation
17081,Mon,2,4,48,Entertainment
17082,Tue,17,3,85,Entertainment
17083,Tue,21,3,35,News & Politics
17084,Mon,0,4,76,Film & Animation
17085,Mon,3,4,47,Entertainment
17086,Tue,15,3,44,Music
17087,Mon,17,4,43,Music
17088,Tue,2,3,49,Music
17089,Mon,17,4,20,People & Blogs
17090,Tue,23,3,40,News & Politics
17091,Mon,3,4,20,Comedy
17092,Mon,0,4,88,Autos & Vehicles
17093,Wed,3,2,44,News & Politics
17094,Mon,22,4,14,People & Blogs
17095,Mon,23,4,48,Music
17097,Mon,8,4,60,News & Politics
17098,Mon,2,4,51,Autos & Vehicles
17099,Mon,20,4,47,Sports
17100,Mon,0,4,80,Travel & Events
17101,Mon,0,4,81,Education
17102,Mon,16,4,38,Education
17103,Mon,3,4,47,News & Politics
17104,Mon,2,4,53,Film & Animation
17105,Mon,20,4,60,Travel & Events
17106,Mon,0,4,32,Howto & Style
17107,Mon,18,4,44,Entertainment
17108,Tue,3,3,40,Science & Technology
17109,Mon,16,4,48,Education
17110,Sun,16,5,15,Entertainment
17111,Tue,3,3,35,Comedy
17112,Mon,18,4,63,Entertainment
17113,Sun,16,5,23,Comedy
17114,Mon,8,4,56,Science & Technology
17115,Mon,17,4,52,Entertainment
17116,Sat,18,6,39,Comedy
17117,Mon,11,4,81,Entertainment
17118,Sun,19,5,78,Science & Technology
17119,Sun,23,5,42,Autos & Vehicles
17120,Mon,14,4,48,Comedy
17121,Mon,17,4,71,News & Politics
17122,Mon,15,4,47,Music
17123,Mon,18,4,15,Comedy
17124,Sun,18,5,78,Education
17125,Mon,2,4,48,Howto & Style
17126,Sun,17,5,47,Music
17127,Mon,4,4,88,Entertainment
17128,Sun,12,5,44,Pets & Animals
17129,Sat,19,6,43,Pets & Animals
17130,Mon,16,4,58,Entertainment
17131,Mon,2,4,47,People & Blogs
17132,Mon,7,4,73,News & Politics
17133,Sun,17,5,52,Film & Animation
17134,Mon,3,4,74,Sports
17135,Sat,23,6,35,Entertainment
17136,Mon,3,4,41,Education
17137,Sun,23,5,39,Travel & Events
17138,Mon,0,4,41,People & Blogs
17139,Sun,17,5,82,News & Politics
17140,Sat,13,6,48,Autos & Vehicles
17141,Mon,1,4,18,Science & Technology
17142,Mon,0,4,72,People & Blogs
17143,Sun,13,5,58,Howto & Style
17144,Sat,15,6,98,Travel & Events
17145,Fri,22,7,42,Entertainment
17146,Mon,1,4,47,Film & Animation
17147,Fri,14,7,83,News & Politics
